achievement_id,chain_id,step_index,type,target,title,description,reward_crystal,reward_gold
2014,2,14,play_time,470880,플레이 타임 14,누적 접속 시간 144시간 달성,130,
2015,2,15,play_time,544320,플레이 타임 15,누적 접속 시간 168시간 달성,140,
2016,2,16,play_time,617760,플레이 타임 16,누적 접속 시간 192시간 달성,150,
3001,3,1,upgrade_try,1,강화 도전 1,강화 1회 시도,,20
3002,3,2,upgrade_try,5,강화 도전 2,강화 5회 시도,,50
3003,3,3,upgrade_try,10,강화 도전 3,강화 10회 시도,,100
3004,3,4,upgrade_try,20,강화 도전 4,강화 20회 시도,,200
3005,3,5,upgrade_try,40,강화 도전 5,강화 40회 시도,5,400
3006,3,6,upgrade_try,60,강화 도전 6,강화 60회 시도,10,800
3007,3,7,upgrade_try,80,강화 도전 7,강화 80회 시도,15,1600
3008,3,8,upgrade_try,100,강화 도전 8,강화 100회 시도,20,3200
3009,3,9,upgrade_try,150,강화 도전 9,강화 150회 시도,40,6400
3010,3,10,upgrade_try,200,강화 도전 10,강화 200회 시도,60,12800
3011,3,11,upgrade_try,250,강화 도전 11,강화 250회 시도,80,25600
3012,3,12,upgrade_try,300,강화 도전 12,강화 300회 시도,100,51200
3013,3,13,upgrade_try,350,강화 도전 13,강화 350회 시도,120,102400
3014,3,14,upgrade_try,400,강화 도전 14,강화 400회 시도,140,204800
3015,3,15,upgrade_try,450,강화 도전 15,강화 450회 시도,160,409600
3016,3,16,upgrade_try,500,강화 도전 16,강화 500회 시도,180,819200
3017,3,17,upgrade_try,600,강화 도전 17,강화 600회 시도,210,1638400
3018,3,18,upgrade_try,700,강화 도전 18,강화 700회 시도,240,3276800
3019,3,19,upgrade_try,800,강화 도전 19,강화 800회 시도,270,6553600
3020,3,20,upgrade_try,900,강화 도전 20,강화 900회 시도,300,13107200
3021,3,21,upgrade_try,1000,강화 도전 21,강화 1000회 시도,500,26214400
4001,4,1,upgrade_success,1,강화 성공 1,강화 1회 성공,5,
4002,4,2,upgrade_success,3,강화 성공 2,강화 3회 성공,5,
4003,4,3,upgrade_success,6,강화 성공 3,강화 6회 성공,10,
4004,4,4,upgrade_success,12,강화 성공 4,강화 12회 성공,15,
4005,4,5,upgrade_success,24,강화 성공 5,강화 24회 성공,25,
4006,4,6,upgrade_success,36,강화 성공 6,강화 36회 성공,35,
4007,4,7,upgrade_success,48,강화 성공 7,강화 48회 성공,45,
4008,4,8,upgrade_success,60,강화 성공 8,강화 60회 성공,55,
4009,4,9,upgrade_success,90,강화 성공 9,강화 90회 성공,70,
4010,4,10,upgrade_success,120,강화 성공 10,강화 120회 성공,85,
4011,4,11,upgrade_success,150,강화 성공 11,강화 150회 성공,100,
4012,4,12,upgrade_success,180,강화 성공 12,강화 180회 성공,120,
4013,4,13,upgrade_success,210,강화 성공 13,강화 210회 성공,140,
4014,4,14,upgrade_success,240,강화 성공 14,강화 240회 성공,160,
4015,4,15,upgrade_success,270,강화 성공 15,강화 270회 성공,180,
4016,4,16,upgrade_success,300,강화 성공 16,강화 300회 성공,200,
4017,4,17,upgrade_success,360,강화 성공 17,강화 360회 성공,240,
4018,4,18,upgrade_success,420,강화 성공 18,강화 420회 성공,280,
4019,4,19,upgrade_success,480,강화 성공 19,강화 480회 성공,320,
4020,4,20,upgrade_success,540,강화 성공 20,강화 540회 성공,360,
4021,4,21,upgrade_success,600,강화 성공 21,강화 600회 성공,400,
5001,5,1,upgrade_fail,1,강화 실패 1,강화 1회 실패,,1000
5002,5,2,upgrade_fail,3,강화 실패 2,강화 3회 실패,,1000
5003,5,3,upgrade_fail,6,강화 실패 3,강화 6회 실패,,2000
5004,5,4,upgrade_fail,12,강화 실패 4,강화 12회 실패,,4000
5005,5,5,upgrade_fail,24,강화 실패 5,강화 24회 실패,,8000
5006,5,6,upgrade_fail,36,강화 실패 6,강화 36회 실패,,16000
5007,5,7,upgrade_fail,48,강화 실패 7,강화 48회 실패,,32000
5008,5,8,upgrade_fail,60,강화 실패 8,강화 60회 실패,,64000
5009,5,9,upgrade_fail,90,강화 실패 9,강화 90회 실패,,128000
5010,5,10,upgrade_fail,120,강화 실패 10,강화 120회 실패,,256000
5011,5,11,upgrade_fail,150,강화 실패 11,강화 150회 실패,,512000
5012,5,12,upgrade_fail,180,강화 실패 12,강화 180회 실패,,1024000
5013,5,13,upgrade_fail,210,강화 실패 13,강화 210회 실패,,2048000
5014,5,14,upgrade_fail,240,강화 실패 14,강화 240회 실패,,4096000
5015,5,15,upgrade_fail,270,강화 실패 15,강화 270회 실패,,8192000
5016,5,16,upgrade_fail,300,강화 실패 16,강화 300회 실패,,16384000
5017,5,17,upgrade_fail,360,강화 실패 17,강화 360회 실패,,32768000
5018,5,18,upgrade_fail,420,강화 실패 18,강화 420회 실패,,65536000
5019,5,19,upgrade_fail,480,강화 실패 19,강화 480회 실패,,131072000
5020,5,20,upgrade_fail,540,강화 실패 20,강화 540회 실패,,262144000
5021,5,21,upgrade_fail,600,강화 실패 21,강화 600회 실패,,524288000
6001,6,1,gem_create,1,보석 수집 1,보석 1개 획득,30,
6002,6,2,gem_create,5,보석 수집 2,보석 5개 획득,30,
6003,6,3,gem_create,10,보석 수집 3,보석 10개 획득,60,
6004,6,4,gem_create,20,보석 수집 4,보석 20개 획득,120,
6005,6,5,gem_create,30,보석 수집 5,보석 30개 획득,180,
6006,6,6,gem_create,40,보석 수집 6,보석 40개 획득,240,
6007,6,7,gem_create,50,보석 수집 7,보석 50개 획득,300,
6008,6,8,gem_create,70,보석 수집 8,보석 70개 획득,420,
6009,6,9,gem_create,90,보석 수집 9,보석 90개 획득,540,
6010,6,10,gem_create,120,보석 수집 10,보석 120개 획득,720,
6011,6,11,gem_create,150,보석 수집 11,보석 150개 획득,900,
6012,6,12,gem_create,200,보석 수집 12,보석 200개 획득,1200,
6013,6,13,gem_create,250,보석 수집 13,보석 250개 획득,1500,
6014,6,14,gem_create,300,보석 수집 14,보석 300개 획득,1800,
6015,6,15,gem_create,400,보석 수집 15,보석 400개 획득,2400,
6016,6,16,gem_create,500,보석 수집 16,보석 500개 획득,3000,
6017,6,17,gem_create,600,보석 수집 17,보석 600개 획득,3600,
6018,6,18,gem_create,800,보석 수집 18,보석 800개 획득,4800,
6019,6,19,gem_create,1000,보석 수집 19,보석 1000개 획득,6000,
6020,6,20,gem_create,1250,보석 수집 20,보석 1250개 획득,7500,
6021,6,21,gem_create,1500,보석 수집 21,보석 1500개 획득,9000,
6022,6,22,gem_create,1750,보석 수집 22,보석 1750개 획득,10500,
6023,6,23,gem_create,2000,보석 수집 23,보석 2000개 획득,12000,
6024,6,24,gem_create,2500,보석 수집 24,보석 2500개 획득,7500,
6025,6,25,gem_create,3000,보석 수집 25,보석 3000개 획득,9000,
6026,6,26,gem_create,3500,보석 수집 26,보석 3500개 획득,10500,
6027,6,27,gem_create,4000,보석 수집 27,보석 4000개 획득,12000,
6028,6,28,gem_create,4500,보석 수집 28,보석 4500개 획득,13500,
6029,6,29,gem_create,5000,보석 수집 29,보석 5000개 획득,15000,
6030,6,30,gem_create,6000,보석 수집 30,보석 6000개 획득,18000,
6031,6,31,gem_create,7000,보석 수집 31,보석 7000개 획득,21000,
6032,6,32,gem_create,8000,보석 수집 32,보석 8000개 획득,24000,
6033,6,33,gem_create,9000,보석 수집 33,보석 9000개 획득,27000,
6034,6,34,gem_create,10000,보석 수집 34,보석 10000개 획득,30000,
7001,7,1,gem_synthesis_try,1,보석 합성 1,보석 합성 1회,30,
7002,7,2,gem_synthesis_try,5,보석 합성 2,보석 합성 5회,30,
7003,7,3,gem_synthesis_try,10,보석 합성 3,보석 합성 10회,50,
7004,7,4,gem_synthesis_try,20,보석 합성 4,보석 합성 20회,100,
7005,7,5,gem_synthesis_try,30,보석 합성 5,보석 합성 30회,150,
7006,7,6,gem_synthesis_try,40,보석 합성 6,보석 합성 40회,200,
7007,7,7,gem_synthesis_try,60,보석 합성 7,보석 합성 60회,300,
7008,7,8,gem_synthesis_try,80,보석 합성 8,보석 합성 80회,400,
7009,7,9,gem_synthesis_try,100,보석 합성 9,보석 합성 100회,500,
7010,7,10,gem_synthesis_try,125,보석 합성 10,보석 합성 125회,625,
7011,7,11,gem_synthesis_try,150,보석 합성 11,보석 합성 150회,750,
7012,7,12,gem_synthesis_try,180,보석 합성 12,보석 합성 180회,900,
7013,7,13,gem_synthesis_try,210,보석 합성 13,보석 합성 210회,1050,
7014,7,14,gem_synthesis_try,250,보석 합성 14,보석 합성 250회,1250,
7015,7,15,gem_synthesis_try,300,보석 합성 15,보석 합성 300회,1500,
7016,7,16,gem_synthesis_try,350,보석 합성 16,보석 합성 350회,1750,
7017,7,17,gem_synthesis_try,400,보석 합성 17,보석 합성 400회,2000,
7018,7,18,gem_synthesis_try,500,보석 합성 18,보석 합성 500회,2500,
7019,7,19,gem_synthesis_try,600,보석 합성 19,보석 합성 600회,3000,
7020,7,20,gem_synthesis_try,700,보석 합성 20,보석 합성 700회,3500,
7021,7,21,gem_synthesis_try,800,보석 합성 21,보석 합성 800회,4000,
7022,7,22,gem_synthesis_try,1000,보석 합성 22,보석 합성 1000회,5000,
8001,8,1,gem_synthesis_success,1,보석 합성 성공 1,보석 합성 성공 1회,10,
8002,8,2,gem_synthesis_success,5,보석 합성 성공 2,보석 합성 성공 5회,10,
8003,8,3,gem_synthesis_success,10,보석 합성 성공 3,보석 합성 성공 10회,15,
8004,8,4,gem_synthesis_success,20,보석 합성 성공 4,보석 합성 성공 20회,30,
8005,8,5,gem_synthesis_success,40,보석 합성 성공 5,보석 합성 성공 40회,60,
8006,8,6,gem_synthesis_success,60,보석 합성 성공 6,보석 합성 성공 60회,90,
8007,8,7,gem_synthesis_success,80,보석 합성 성공 7,보석 합성 성공 80회,120,
8008,8,8,gem_synthesis_success,100,보석 합성 성공 8,보석 합성 성공 100회,150,
8009,8,9,gem_synthesis_success,130,보석 합성 성공 9,보석 합성 성공 130회,195,
8010,8,10,gem_synthesis_success,160,보석 합성 성공 10,보석 합성 성공 160회,240,
8011,8,11,gem_synthesis_success,200,보석 합성 성공 11,보석 합성 성공 200회,300,
8012,8,12,gem_synthesis_success,250,보석 합성 성공 12,보석 합성 성공 250회,375,
8013,8,13,gem_synthesis_success,300,보석 합성 성공 13,보석 합성 성공 300회,450,
8014,8,14,gem_synthesis_success,350,보석 합성 성공 14,보석 합성 성공 350회,525,
8015,8,15,gem_synthesis_success,400,보석 합성 성공 15,보석 합성 성공 400회,600,
8016,8,16,gem_synthesis_success,500,보석 합성 성공 16,보석 합성 성공 500회,750,
8017,8,17,gem_synthesis_success,600,보석 합성 성공 17,보석 합성 성공 600회,900,
8018,8,18,gem_synthesis_success,700,보석 합성 성공 18,보석 합성 성공 700회,1050,
8019,8,19,gem_synthesis_success,800,보석 합성 성공 19,보석 합성 성공 800회,1200,
8020,8,20,gem_synthesis_success,900,보석 합성 성공 20,보석 합성 성공 900회,1350,
8021,8,21,gem_synthesis_success,1000,보석 합성 성공 21,보석 합성 성공 1000회,1500,
9001,9,1,gem_synthesis_fail,1,보석 합성 실패 1,보석 합성 실패 1회,20,
9002,9,2,gem_synthesis_fail,5,보석 합성 실패 2,보석 합성 실패 5회,20,
9003,9,3,gem_synthesis_fail,10,보석 합성 실패 3,보석 합성 실패 10회,30,
9004,9,4,gem_synthesis_fail,20,보석 합성 실패 4,보석 합성 실패 20회,60,
9005,9,5,gem_synthesis_fail,30,보석 합성 실패 5,보석 합성 실패 30회,90,
9006,9,6,gem_synthesis_fail,40,보석 합성 실패 6,보석 합성 실패 40회,120,
9007,9,7,gem_synthesis_fail,60,보석 합성 실패 7,보석 합성 실패 60회,180,
9008,9,8,gem_synthesis_fail,80,보석 합성 실패 8,보석 합성 실패 80회,240,
9009,9,9,gem_synthesis_fail,100,보석 합성 실패 9,보석 합성 실패 100회,300,
9010,9,10,gem_synthesis_fail,125,보석 합성 실패 10,보석 합성 실패 125회,375,
9011,9,11,gem_synthesis_fail,150,보석 합성 실패 11,보석 합성 실패 150회,450,
9012,9,12,gem_synthesis_fail,180,보석 합성 실패 12,보석 합성 실패 180회,540,
9013,9,13,gem_synthesis_fail,210,보석 합성 실패 13,보석 합성 실패 210회,630,
9014,9,14,gem_synthesis_fail,250,보석 합성 실패 14,보석 합성 실패 250회,750,
9015,9,15,gem_synthesis_fail,300,보석 합성 실패 15,보석 합성 실패 300회,900,
9016,9,16,gem_synthesis_fail,350,보석 합성 실패 16,보석 합성 실패 350회,1050,
9017,9,17,gem_synthesis_fail,400,보석 합성 실패 17,보석 합성 실패 400회,1200,
9018,9,18,gem_synthesis_fail,500,보석 합성 실패 18,보석 합성 실패 500회,1500,
9019,9,19,gem_synthesis_fail,600,보석 합성 실패 19,보석 합성 실패 600회,1800,
9020,9,20,gem_synthesis_fail,700,보석 합성 실패 20,보석 합성 실패 700회,2100,
9021,9,21,gem_synthesis_fail,800,보석 합성 실패 21,보석 합성 실패 800회,2400,
9022,9,22,gem_synthesis_fail,1000,보석 합성 실패 22,보석 합성 실패 1000회,3000,
10001,10,1,gem_conversion,1,보석 전환 1,보석 타입 전환 1회,10,
10002,10,2,gem_conversion,3,보석 전환 2,보석 타입 전환 3회,15,
10003,10,3,gem_conversion,5,보석 전환 3,보석 타입 전환 5회,25,
10004,10,4,gem_conversion,10,보석 전환 4,보석 타입 전환 10회,50,
10005,10,5,gem_conversion,15,보석 전환 5,보석 타입 전환 15회,75,
10006,10,6,gem_conversion,20,보석 전환 6,보석 타입 전환 20회,100,
10007,10,7,gem_conversion,30,보석 전환 7,보석 타입 전환 30회,150,
10008,10,8,gem_conversion,40,보석 전환 8,보석 타입 전환 40회,200,
10009,10,9,gem_conversion,60,보석 전환 9,보석 타입 전환 60회,300,
10010,10,10,gem_conversion,80,보석 전환 10,보석 타입 전환 80회,400,
10011,10,11,gem_conversion,100,보석 전환 11,보석 타입 전환 100회,500,
10012,10,12,gem_conversion,130,보석 전환 12,보석 타입 전환 130회,650,
10013,10,13,gem_conversion,160,보석 전환 13,보석 타입 전환 160회,800,
10014,10,14,gem_conversion,200,보석 전환 14,보석 타입 전환 200회,1000,
10015,10,15,gem_conversion,250,보석 전환 15,보석 타입 전환 250회,1250,
10016,10,16,gem_conversion,300,보석 전환 16,보석 타입 전환 300회,1500,
10017,10,17,gem_conversion,360,보석 전환 17,보석 타입 전환 360회,1800,
10018,10,18,gem_conversion,430,보석 전환 18,보석 타입 전환 430회,2150,
10019,10,19,gem_conversion,500,보석 전환 19,보석 타입 전환 500회,2500,
10020,10,20,gem_conversion,600,보석 전환 20,보석 타입 전환 600회,3000,
10021,10,21,gem_conversion,700,보석 전환 21,보석 타입 전환 700회,3500,
10022,10,22,gem_conversion,800,보석 전환 22,보석 타입 전환 800회,4000,
10023,10,23,gem_conversion,900,보석 전환 23,보석 타입 전환 900회,4500,
10024,10,24,gem_conversion,1000,보석 전환 24,보석 타입 전환 1000회,5000,
11001,11,1,gem_discard,1,보석 분해 1,보석 1개 분해,25,
11002,11,2,gem_discard,3,보석 분해 2,보석 3개 분해,15,
11003,11,3,gem_discard,5,보석 전환 3,보석 5개 분해,25,
11004,11,4,gem_discard,10,보석 전환 4,보석 10개 분해,50,
11005,11,5,gem_discard,15,보석 전환 5,보석 15개 분해,75,
11006,11,6,gem_discard,20,보석 전환 6,보석 20개 분해,100,
11007,11,7,gem_discard,30,보석 전환 7,보석 30개 분해,150,
11008,11,8,gem_discard,40,보석 전환 8,보석 40개 분해,200,
11009,11,9,gem_discard,60,보석 전환 9,보석 60개 분해,300,
11010,11,10,gem_discard,80,보석 전환 10,보석 80개 분해,400,
11011,11,11,gem_discard,100,보석 전환 11,보석 100개 분해,500,
11012,11,12,gem_discard,130,보석 전환 12,보석 130개 분해,650,
11013,11,13,gem_discard,160,보석 전환 13,보석 160개 분해,800,
11014,11,14,gem_discard,200,보석 전환 14,보석 200개 분해,1000,
11015,11,15,gem_discard,250,보석 전환 15,보석 250개 분해,1250,
11016,11,16,gem_discard,300,보석 전환 16,보석 300개 분해,1500,
11017,11,17,gem_discard,360,보석 전환 17,보석 360개 분해,1800,
11018,11,18,gem_discard,430,보석 전환 18,보석 430개 분해,2150,
11019,11,19,gem_discard,500,보석 전환 19,보석 500개 분해,2500,
11020,11,20,gem_discard,600,보석 전환 20,보석 600개 분해,3000,
11021,11,21,gem_discard,700,보석 전환 21,보석 700개 분해,3500,
11022,11,22,gem_discard,800,보석 전환 22,보석 800개 분해,4000,
11023,11,23,gem_discard,900,보석 전환 23,보석 900개 분해,4500,
11024,11,24,gem_discard,1000,보석 전환 24,보석 1000개 분해,5000,
12001,12,1,gold,100,골드 수집 1,누적 100골드 획득,10,
12002,12,2,gold,500,골드 수집 2,누적 500골드 획득,10,
12003,12,3,gold,1000,골드 수집 3,누적 1000골드 획득,10,
12004,12,4,gold,1500,골드 수집 4,누적 1500골드 획득,10,
12005,12,5,gold,2000,골드 수집 5,누적 2000골드 획득,10,
12006,12,6,gold,2500,골드 수집 6,누적 2500골드 획득,10,
12007,12,7,gold,3500,골드 수집 7,누적 3500골드 획득,20,
12008,12,8,gold,4500,골드 수집 8,누적 4500골드 획득,20,
12009,12,9,gold,5500,골드 수집 9,누적 5500골드 획득,20,
12010,12,10,gold,6500,골드 수집 10,누적 6500골드 획득,20,
12011,12,11,gold,7500,골드 수집 11,누적 7500골드 획득,20,
12012,12,12,gold,9500,골드 수집 12,누적 9500골드 획득,25,
12013,12,13,gold,11500,골드 수집 13,누적 11500골드 획득,25,
12014,12,14,gold,13500,골드 수집 14,누적 13500골드 획득,25,
12015,12,15,gold,15500,골드 수집 15,누적 15500골드 획득,25,
12016,12,16,gold,17500,골드 수집 16,누적 17500골드 획득,25,
12017,12,17,gold,21500,골드 수집 17,누적 21500골드 획득,30,
12018,12,18,gold,25500,골드 수집 18,누적 25500골드 획득,30,
12019,12,19,gold,29500,골드 수집 19,누적 29500골드 획득,30,
12020,12,20,gold,33500,골드 수집 20,누적 33500골드 획득,30,
12021,12,21,gold,37500,골드 수집 21,누적 37500골드 획득,30,
12022,12,22,gold,45500,골드 수집 22,누적 45500골드 획득,35,
12023,12,23,gold,53500,골드 수집 23,누적 53500골드 획득,35,
12024,12,24,gold,61500,골드 수집 24,누적 61500골드 획득,35,
12025,12,25,gold,69500,골드 수집 25,누적 69500골드 획득,35,
12026,12,26,gold,77500,골드 수집 26,누적 77500골드 획득,35,
12027,12,27,gold,93500,골드 수집 27,누적 93500골드 획득,40,
12028,12,28,gold,109500,골드 수집 28,누적 109500골드 획득,40,
12029,12,29,gold,125500,골드 수집 29,누적 125500골드 획득,40,
12030,12,30,gold,141500,골드 수집 30,누적 141500골드 획득,40,
12031,12,31,gold,157500,골드 수집 31,누적 157500골드 획득,40,
12032,12,32,gold,189500,골드 수집 32,누적 189500골드 획득,45,
12033,12,33,gold,221500,골드 수집 33,누적 221500골드 획득,45,
12034,12,34,gold,253500,골드 수집 34,누적 253500골드 획득,45,
12035,12,35,gold,285500,골드 수집 35,누적 285500골드 획득,45,
12036,12,36,gold,317500,골드 수집 36,누적 317500골드 획득,45,
12037,12,37,gold,381500,골드 수집 37,누적 381500골드 획득,50,
12038,12,38,gold,445500,골드 수집 38,누적 445500골드 획득,50,
12039,12,39,gold,509500,골드 수집 39,누적 509500골드 획득,50,
12040,12,40,gold,573500,골드 수집 40,누적 573500골드 획득,50,
12041,12,41,gold,637500,골드 수집 41,누적 637500골드 획득,50,
12042,12,42,gold,765500,골드 수집 42,누적 765500골드 획득,55,
12043,12,43,gold,893500,골드 수집 43,누적 893500골드 획득,55,
12044,12,44,gold,1021500,골드 수집 44,누적 1021500골드 획득,55,
12045,12,45,gold,1149500,골드 수집 45,누적 1149500골드 획득,55,
12046,12,46,gold,1277500,골드 수집 46,누적 1277500골드 획득,55,
12047,12,47,gold,1533500,골드 수집 47,누적 1533500골드 획득,65,
12048,12,48,gold,1789500,골드 수집 48,누적 1789500골드 획득,65,
12049,12,49,gold,2045500,골드 수집 49,누적 2045500골드 획득,65,
12050,12,50,gold,2301500,골드 수집 50,누적 2301500골드 획득,65,
12051,12,51,gold,2557500,골드 수집 51,누적 2557500골드 획득,65,
12052,12,52,gold,3069500,골드 수집 52,누적 3069500골드 획득,70,
12053,12,53,gold,3581500,골드 수집 53,누적 3581500골드 획득,70,
12054,12,54,gold,4093500,골드 수집 54,누적 4093500골드 획득,70,
12055,12,55,gold,4605500,골드 수집 55,누적 4605500골드 획득,70,
12056,12,56,gold,5117500,골드 수집 56,누적 5117500골드 획득,70,
12057,12,57,gold,6141500,골드 수집 57,누적 6141500골드 획득,75,
12058,12,58,gold,7165500,골드 수집 58,누적 7165500골드 획득,75,
12059,12,59,gold,8189500,골드 수집 59,누적 8189500골드 획득,75,
12060,12,60,gold,9213500,골드 수집 60,누적 9213500골드 획득,75,
12061,12,61,gold,10237500,골드 수집 61,누적 10237500골드 획득,75,
12062,12,62,gold,12285500,골드 수집 62,누적 12285500골드 획득,80,
12063,12,63,gold,14333500,골드 수집 63,누적 14333500골드 획득,80,
12064,12,64,gold,16381500,골드 수집 64,누적 16381500골드 획득,80,
12065,12,65,gold,18429500,골드 수집 65,누적 18429500골드 획득,80,
12066,12,66,gold,20477500,골드 수집 66,누적 20477500골드 획득,80,
12067,12,67,gold,24573500,골드 수집 67,누적 24573500골드 획득,85,
12068,12,68,gold,28669500,골드 수집 68,누적 28669500골드 획득,85,
12069,12,69,gold,32765500,골드 수집 69,누적 32765500골드 획득,85,
12070,12,70,gold,36861500,골드 수집 70,누적 36861500골드 획득,85,
12071,12,71,gold,40957500,골드 수집 71,누적 40957500골드 획득,85,
12072,12,72,gold,49149500,골드 수집 72,누적 49149500골드 획득,90,
12073,12,73,gold,57341500,골드 수집 73,누적 57341500골드 획득,90,
12074,12,74,gold,65533500,골드 수집 74,누적 65533500골드 획득,90,
12075,12,75,gold,73725500,골드 수집 75,누적 73725500골드 획득,90,
12076,12,76,gold,81917500,골드 수집 76,누적 81917500골드 획득,90,
12077,12,77,gold,98301500,골드 수집 77,누적 98301500골드 획득,95,
12078,12,78,gold,114685500,골드 수집 78,누적 114685500골드 획득,95,
12079,12,79,gold,131069500,골드 수집 79,누적 131069500골드 획득,95,
12080,12,80,gold,147453500,골드 수집 80,누적 147453500골드 획득,95,
12081,12,81,gold,163837500,골드 수집 81,누적 163837500골드 획득,95,
12082,12,82,gold,196605500,골드 수집 82,누적 196605500골드 획득,100,
12083,12,83,gold,229373500,골드 수집 83,누적 229373500골드 획득,100,
12084,12,84,gold,262141500,골드 수집 84,누적 262141500골드 획득,100,
12085,12,85,gold,294909500,골드 수집 85,누적 294909500골드 획득,100,
12086,12,86,gold,327677500,골드 수집 86,누적 327677500골드 획득,100,
12087,12,87,gold,393213500,골드 수집 87,누적 393213500골드 획득,105,
12088,12,88,gold,458749500,골드 수집 88,누적 458749500골드 획득,105,
12089,12,89,gold,524285500,골드 수집 89,누적 524285500골드 획득,105,
12090,12,90,gold,589821500,골드 수집 90,누적 589821500골드 획득,105,
12091,12,91,gold,655357500,골드 수집 91,누적 655357500골드 획득,105,
12092,12,92,gold,786429500,골드 수집 92,누적 786429500골드 획득,110,
12093,12,93,gold,917501500,골드 수집 93,누적 917501500골드 획득,110,
12094,12,94,gold,1048573500,골드 수집 94,누적 1048573500골드 획득,110,
12095,12,95,gold,1179645500,골드 수집 95,누적 1179645500골드 획득,110,
12096,12,96,gold,1310717500,골드 수집 96,누적 1310717500골드 획득,110,
12097,12,97,gold,1572861500,골드 수집 97,누적 1572861500골드 획득,115,
12098,12,98,gold,1835005500,골드 수집 98,누적 1835005500골드 획득,115,
12099,12,99,gold,2097149500,골드 수집 99,누적 2097149500골드 획득,115,
12100,12,100,gold,2359293500,골드 수집 100,누적 2359293500골드 획득,115,
12101,12,101,gold,2621437500,골드 수집 101,누적 2621437500골드 획득,115,
12102,12,102,gold,3145725500,골드 수집 102,누적 3145725500골드 획득,120,
12103,12,103,gold,3670013500,골드 수집 103,누적 3670013500골드 획득,120,
12104,12,104,gold,4194301500,골드 수집 104,누적 4194301500골드 획득,120,
12105,12,105,gold,4718589500,골드 수집 105,누적 4718589500골드 획득,120,
12106,12,106,gold,5242877500,골드 수집 106,누적 5242877500골드 획득,120,
12107,12,107,gold,6291453500,골드 수집 107,누적 6291453500골드 획득,125,
